etab|x|y|annee|commune|secteur|acad|dep|nom_norme|ep|effectif_1er_cycle|ips_total|note_ecrit_dnb|ens_inf_35_ans
0370744H|525990|6701731.9|2017|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SACRE COEUR LA PROVIDENCE|Hors EP|136|101.9|10.7|34.1
0370745J|525385.5|6703957.1|2014|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE CHRIST ROI NOTRE DAME DES AILES|Hors EP|518|69.6|12.6|10
0370745J|525385.5|6703957.1|2015|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE CHRIST ROI NOTRE DAME DES AILES|Hors EP|514|126.3|9.3|19.2
0370745J|525385.5|6703957.1|2016|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE CHRIST ROI NOTRE DAME DES AILES|Hors EP|506|96.4|14.7|33.8
0370745J|525385.5|6703957.1|2017|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE CHRIST ROI NOTRE DAME DES AILES|Hors EP|533|104.5|11|36.9
0370746K|534694.4|6703639.6|2014|37281|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE INSTITUTION SAINTE THERESE|Hors EP|134|100.9|12.3|21.9
0370746K|534694.4|6703639.6|2015|37281|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE INSTITUTION SAINTE THERESE|Hors EP|120|81.3|10.7|8.5
0370746K|534694.4|6703639.6|2016|37281|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE INSTITUTION SAINTE THERESE|Hors EP|115|112.4|11.2|43
0370746K|534694.4|6703639.6|2017|37281|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE INSTITUTION SAINTE THERESE|Hors EP|107|84.8|9.7|23.3
0370764E|525146.4|6699897|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE JULES FERRY|Hors EP|295|103.5|9.8|12.9
0370764E|525146.4|6699897|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE JULES FERRY|Hors EP|298|112.9|11.5|0
0370764E|525146.4|6699897|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE JULES FERRY|Hors EP|309|99.5|12|13.5
0370764E|525146.4|6699897|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE JULES FERRY|Hors EP|321|94.8|12|4.8
0370765F|525406.4|6702982.1|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE LEONARD DE VINCI|Hors EP|420|73.4|7.5|1.7
0370765F|525406.4|6702982.1|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE LEONARD DE VINCI|Hors EP|435|84.3|9.7|10.8
0370765F|525406.4|6702982.1|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE LEONARD DE VINCI|Hors EP|437|87.5|10.4|42.5
0370765F|525406.4|6702982.1|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE LEONARD DE VINCI|Hors EP|423|96|11.1|19.3
0370766G|528211.8|6701790.7|2014|37233|public|OrlÃ©ans-Tours|37|COLLEGE JACQUES DECOUR|REP+|222|86.9|10.5|30.4
0370766G|528211.8|6701790.7|2015|37233|public|OrlÃ©ans-Tours|37|COLLEGE JACQUES DECOUR|REP+|211|113.6|12|30.4
0370766G|528211.8|6701790.7|2016|37233|public|OrlÃ©ans-Tours|37|COLLEGE JACQUES DECOUR|REP+|212|108|11.8|2.8
0370766G|528211.8|6701790.7|2017|37233|public|OrlÃ©ans-Tours|37|COLLEGE JACQUES DECOUR|REP+|220|99.3|10.5|55.2
0370767H|530354.4|6701860.7|2014|37233|public|OrlÃ©ans-Tours|37|COLLEGE PABLO NERUDA|Hors EP|290|90.6|13|16.2
0370767H|530354.4|6701860.7|2015|37233|public|OrlÃ©ans-Tours|37|COLLEGE PABLO NERUDA|Hors EP|314|133.3|10.3|19.1
0370767H|530354.4|6701860.7|2016|37233|public|OrlÃ©ans-Tours|37|COLLEGE PABLO NERUDA|Hors EP|330|120.6|12.6|4.5
0370767H|530354.4|6701860.7|2017|37233|public|OrlÃ©ans-Tours|37|COLLEGE PABLO NERUDA|Hors EP|312|80.5|11.4|32.5
0370768J|547047|6671699.8|2014|37132|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BESSE|Hors EP|629|144.9|11.1|28.4
0370768J|547047|6671699.8|2015|37132|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BESSE|Hors EP|639|100.7|11.3|17.8
0370768J|547047|6671699.8|2016|37132|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BESSE|Hors EP|648|77.6|9.1|32.5
0370768J|547047|6671699.8|2017|37132|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BESSE|Hors EP|670|89.4|12.3|3.9
0370769K|524098.5|6700807.2|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE LAMARTINE|Hors EP|357|98|10.6|2.6
0370769K|524098.5|6700807.2|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE LAMARTINE|Hors EP|361|109.7|10.4|30.5
0370769K|524098.5|6700807.2|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE LAMARTINE|Hors EP|378|93.2|10.5|21.5
0370769K|524098.5|6700807.2|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE LAMARTINE|Hors EP|363|101.8|10.5|44.5
0370791J|522651.9|6696620.5|2014|37122|public|OrlÃ©ans-Tours|37|COLLEGE ARCHE DU LUDE|REP|275|151.8|10.4|25.9
0370791J|522651.9|6696620.5|2015|37122|public|OrlÃ©ans-Tours|37|COLLEGE ARCHE DU LUDE|REP|276|96.8|10.1|43.9
0370791J|522651.9|6696620.5|2016|37122|public|OrlÃ©ans-Tours|37|COLLEGE ARCHE DU LUDE|REP|272|97.7|8.2|36.6
0370791J|522651.9|6696620.5|2017|37122|public|OrlÃ©ans-Tours|37|COLLEGE ARCHE DU LUDE|REP|240|113.5|12.2|31.3
0370792K|524201.2|6703803.8|2014|37214|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BERGSON|Hors EP|309|98.2|10.4|39.1
0370792K|524201.2|6703803.8|2015|37214|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BERGSON|Hors EP|286|106.2|10.6|30.8
0370792K|524201.2|6703803.8|2016|37214|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BERGSON|Hors EP|267|126.4|8.3|28.4
0370792K|524201.2|6703803.8|2017|37214|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BERGSON|Hors EP|263|93.3|10.2|30
0370793L|526709.8|6689682.2|2014|37154|public|OrlÃ©ans-Tours|37|COLLEGE ALBERT CAMUS|Hors EP|597|74|11.7|34.9
0370793L|526709.8|6689682.2|2015|37154|public|OrlÃ©ans-Tours|37|COLLEGE ALBERT CAMUS|Hors EP|620|78.4|11.3|8.7
0370793L|526709.8|6689682.2|2016|37154|public|OrlÃ©ans-Tours|37|COLLEGE ALBERT CAMUS|Hors EP|664|121|11.2|22.7
0370793L|526709.8|6689682.2|2017|37154|public|OrlÃ©ans-Tours|37|COLLEGE ALBERT CAMUS|Hors EP|667|109.3|10.8|12.6
0370799T|536123.7|6700613.9|2014|37156|public|OrlÃ©ans-Tours|37|COLLEGE RAOUL REBOUT|Hors EP|638|76.9|10.9|41.4
0370799T|536123.7|6700613.9|2015|37156|public|OrlÃ©ans-Tours|37|COLLEGE RAOUL REBOUT|Hors EP|617|102.4|10.7|23.6
0370799T|536123.7|6700613.9|2016|37156|public|OrlÃ©ans-Tours|37|COLLEGE RAOUL REBOUT|Hors EP|604|106.5|11.1|31.7
0370799T|536123.7|6700613.9|2017|37156|public|OrlÃ©ans-Tours|37|COLLEGE RAOUL REBOUT|Hors EP|617|90.2|9.5|13.6
0370884K|525117.6|6705832.9|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE MONTAIGNE|Hors EP|519|115.8|12|0.2
0370884K|525117.6|6705832.9|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE MONTAIGNE|Hors EP|522|119.5|13.4|20.5
0370884K|525117.6|6705832.9|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE MONTAIGNE|Hors EP|541|107.3|7.5|33.1
0370884K|525117.6|6705832.9|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE MONTAIGNE|Hors EP|566|109.5|12.1|30.2
0370885L|504104.8|6695500|2014|37123|public|OrlÃ©ans-Tours|37|COLLEGE LE CHAMP DE LA MOTTE|Hors EP|644|98.9|11.2|14.6
0370885L|504104.8|6695500|2015|37123|public|OrlÃ©ans-Tours|37|COLLEGE LE CHAMP DE LA MOTTE|Hors EP|650|122.8|13.3|36.5
0370885L|504104.8|6695500|2016|37123|public|OrlÃ©ans-Tours|37|COLLEGE LE CHAMP DE LA MOTTE|Hors EP|665|93.8|10.9|20.6
0370885L|504104.8|6695500|2017|37123|public|OrlÃ©ans-Tours|37|COLLEGE LE CHAMP DE LA MOTTE|Hors EP|678|113.7|11|10.8
0370886M|526391.1|6698060.4|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE JEAN PHILIPPE RAMEAU|Hors EP|536|120.1|10.2|41.8
0370886M|526391.1|6698060.4|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE JEAN PHILIPPE RAMEAU|Hors EP|526|128.2|10.1|21.4
0370886M|526391.1|6698060.4|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE JEAN PHILIPPE RAMEAU|Hors EP|498|94.2|10.2|33.9
0370886M|526391.1|6698060.4|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE JEAN PHILIPPE RAMEAU|Hors EP|501|134.2|11.3|2.4
0370887N|528103.4|6697268|2014|37208|public|OrlÃ©ans-Tours|37|COLLEGE JULES ROMAINS|Hors EP|650|85.7|10.5|27.9
0370887N|528103.4|6697268|2015|37208|public|OrlÃ©ans-Tours|37|COLLEGE JULES ROMAINS|Hors EP|665|117.8|8|41.5
0370887N|528103.4|6697268|2016|37208|public|OrlÃ©ans-Tours|37|COLLEGE JULES ROMAINS|Hors EP|624|73.4|11.5|49.4
0370887N|528103.4|6697268|2017|37208|public|OrlÃ©ans-Tours|37|COLLEGE JULES ROMAINS|Hors EP|616|84.6|13.5|20.2
0370991B|528821.1|6699768|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE CORNEILLE|Hors EP|366|119.1|11.1|14.1
0370991B|528821.1|6699768|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE CORNEILLE|Hors EP|379|86.8|7.8|17.7
0370991B|528821.1|6699768|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE CORNEILLE|Hors EP|369|120.2|12|27.1
0370991B|528821.1|6699768|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE CORNEILLE|Hors EP|392|113.8|8.6|35
0370993D|522575.7|6689212.3|2014|37159|public|OrlÃ©ans-Tours|37|COLLEGE VAL DE L INDRE|Hors EP|564|107.7|11.9|18.9
0370993D|522575.7|6689212.3|2015|37159|public|OrlÃ©ans-Tours|37|COLLEGE VAL DE L INDRE|Hors EP|562|85.4|9.5|20.9
0370993D|522575.7|6689212.3|2016|37159|public|OrlÃ©ans-Tours|37|COLLEGE VAL DE L INDRE|Hors EP|536|77.7|9|21.4
0370993D|522575.7|6689212.3|2017|37159|public|OrlÃ©ans-Tours|37|COLLEGE VAL DE L INDRE|Hors EP|580|92|9.3|28.5
0370994E|486888|6682656.5|2014|37011|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BECQUEREL|Hors EP|509|120.8|14.4|21.4
0370994E|486888|6682656.5|2015|37011|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BECQUEREL|Hors EP|506|89.1|12.3|13
0370994E|486888|6682656.5|2016|37011|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BECQUEREL|Hors EP|485|88|9.4|43.6
0370994E|486888|6682656.5|2017|37011|public|OrlÃ©ans-Tours|37|COLLEGE HENRI BECQUEREL|Hors EP|464|112.9|8.2|22.3
0370995F|486357.5|6690796.5|2014|37031|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE DE RONSARD|Hors EP|326|90.1|12.3|2.2
0370995F|486357.5|6690796.5|2015|37031|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE DE RONSARD|Hors EP|318|105.6|12.2|37.1
0370995F|486357.5|6690796.5|2016|37031|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE DE RONSARD|Hors EP|324|89.9|11.5|0
0370995F|486357.5|6690796.5|2017|37031|public|OrlÃ©ans-Tours|37|COLLEGE PIERRE DE RONSARD|Hors EP|348|88.4|6.8|29.7
0371098T|523386.7|6698267.5|2014|37122|public|OrlÃ©ans-Tours|37|COLLEGE BEAULIEU|Hors EP|360|94.6|11.5|22.1
0371098T|523386.7|6698267.5|2015|37122|public|OrlÃ©ans-Tours|37|COLLEGE BEAULIEU|Hors EP|376|79.9|12.9|55.4
0371098T|523386.7|6698267.5|2016|37122|public|OrlÃ©ans-Tours|37|COLLEGE BEAULIEU|Hors EP|397|74.4|10.9|39.4
0371098T|523386.7|6698267.5|2017|37122|public|OrlÃ©ans-Tours|37|COLLEGE BEAULIEU|Hors EP|404|129.2|11.8|39.2
0371101W|519972.7|6670907.3|2014|37226|public|OrlÃ©ans-Tours|37|COLLEGE CELESTIN FREINET|Hors EP|399|103.7|10.7|19.6
0371101W|519972.7|6670907.3|2015|37226|public|OrlÃ©ans-Tours|37|COLLEGE CELESTIN FREINET|Hors EP|401|90.6|9.9|33.3
0371101W|519972.7|6670907.3|2016|37226|public|OrlÃ©ans-Tours|37|COLLEGE CELESTIN FREINET|Hors EP|397|82.4|9.2|43.4
0371101W|519972.7|6670907.3|2017|37226|public|OrlÃ©ans-Tours|37|COLLEGE CELESTIN FREINET|Hors EP|393|102.4|11.3|26.8
0371122U|547910.4|6701740.6|2014|37003|public|OrlÃ©ans-Tours|37|COLLEGE CHOISEUL|Hors EP|685|113.4|8.9|18.7
0371122U|547910.4|6701740.6|2015|37003|public|OrlÃ©ans-Tours|37|COLLEGE CHOISEUL|Hors EP|698|80.6|11.7|15.7
0371122U|547910.4|6701740.6|2016|37003|public|OrlÃ©ans-Tours|37|COLLEGE CHOISEUL|Hors EP|692|93.6|12.7|31.5
0371122U|547910.4|6701740.6|2017|37003|public|OrlÃ©ans-Tours|37|COLLEGE CHOISEUL|Hors EP|741|102.1|12.4|40.3
0371124W|548443.9|6692982.3|2014|37027|public|OrlÃ©ans-Tours|37|COLLEGE LE REFLESSOIR|Hors EP|627|104.7|11.6|20.3
0371124W|548443.9|6692982.3|2015|37027|public|OrlÃ©ans-Tours|37|COLLEGE LE REFLESSOIR|Hors EP|626|99.6|12|22.4
0371124W|548443.9|6692982.3|2016|37027|public|OrlÃ©ans-Tours|37|COLLEGE LE REFLESSOIR|Hors EP|621|86.4|11.9|14.2
0371124W|548443.9|6692982.3|2017|37027|public|OrlÃ©ans-Tours|37|COLLEGE LE REFLESSOIR|Hors EP|593|110|12|25.8
0371126Y|523287.4|6704203|2014|37214|public|OrlÃ©ans-Tours|37|COLLEGE LA BECHELLERIE|Hors EP|306|90.3|9.7|38
0371126Y|523287.4|6704203|2015|37214|public|OrlÃ©ans-Tours|37|COLLEGE LA BECHELLERIE|Hors EP|305|83.1|10|27
0371126Y|523287.4|6704203|2016|37214|public|OrlÃ©ans-Tours|37|COLLEGE LA BECHELLERIE|Hors EP|312|107.4|10.9|10.4
0371126Y|523287.4|6704203|2017|37214|public|OrlÃ©ans-Tours|37|COLLEGE LA BECHELLERIE|Hors EP|328|90.2|12.1|31.7
0371158H|525256.5|6704722.7|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE LA BRUYERE|Hors EP|268|98.1|10.3|45.1
0371158H|525256.5|6704722.7|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE LA BRUYERE|Hors EP|295|120|12.3|27.8
0371158H|525256.5|6704722.7|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE LA BRUYERE|Hors EP|285|114|9.4|34.1
0371158H|525256.5|6704722.7|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE LA BRUYERE|Hors EP|285|94|9.4|25.8
0371159J|491839.5|6677583.4|2014|37072|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ZAY|Hors EP|500|119.9|9.1|35.7
0371159J|491839.5|6677583.4|2015|37072|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ZAY|Hors EP|450|105.6|10.3|43.4
0371159J|491839.5|6677583.4|2016|37072|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ZAY|Hors EP|477|107.8|8.4|31.2
0371159J|491839.5|6677583.4|2017|37072|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ZAY|Hors EP|478|90|11.9|48.1
0371189S|534184.8|6703428.5|2014|37281|public|OrlÃ©ans-Tours|37|COLLEGE GASTON HUET|Hors EP|615|117.1|10.1|18.8
0371189S|534184.8|6703428.5|2015|37281|public|OrlÃ©ans-Tours|37|COLLEGE GASTON HUET|Hors EP|621|104|10.3|23.3
0371189S|534184.8|6703428.5|2016|37281|public|OrlÃ©ans-Tours|37|COLLEGE GASTON HUET|Hors EP|651|104.9|10.6|23.5
0371189S|534184.8|6703428.5|2017|37281|public|OrlÃ©ans-Tours|37|COLLEGE GASTON HUET|Hors EP|631|143.4|10.2|26.8
0371191U|496196.4|6661099.6|2014|37196|public|OrlÃ©ans-Tours|37|COLLEGE LE PUITS DE LA ROCHE|Hors EP|236|111.6|11.6|19.6
0371191U|496196.4|6661099.6|2015|37196|public|OrlÃ©ans-Tours|37|COLLEGE LE PUITS DE LA ROCHE|Hors EP|257|77.8|12.6|41.1
0371191U|496196.4|6661099.6|2016|37196|public|OrlÃ©ans-Tours|37|COLLEGE LE PUITS DE LA ROCHE|Hors EP|250|107.2|12.3|39.3
0371191U|496196.4|6661099.6|2017|37196|public|OrlÃ©ans-Tours|37|COLLEGE LE PUITS DE LA ROCHE|Hors EP|234|122.4|9.4|4.4
0371192V|524866.3|6655607.1|2014|37115|public|OrlÃ©ans-Tours|37|COLLEGE ROGER JAHAN|Hors EP|243|121.1|10.4|21.1
0371192V|524866.3|6655607.1|2015|37115|public|OrlÃ©ans-Tours|37|COLLEGE ROGER JAHAN|Hors EP|235|94.2|11.3|25.8
0371192V|524866.3|6655607.1|2016|37115|public|OrlÃ©ans-Tours|37|COLLEGE ROGER JAHAN|Hors EP|222|107.3|8.5|22.5
0371192V|524866.3|6655607.1|2017|37115|public|OrlÃ©ans-Tours|37|COLLEGE ROGER JAHAN|Hors EP|224|126.1|11.8|23.8
0371204H|532842.2|6690248.2|2014|37104|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BRASSENS|Hors EP|395|130.2|11|24
0371204H|532842.2|6690248.2|2015|37104|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BRASSENS|Hors EP|406|95.7|10.3|11.6
0371204H|532842.2|6690248.2|2016|37104|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BRASSENS|Hors EP|398|108.3|8.8|56.9
0371204H|532842.2|6690248.2|2017|37104|public|OrlÃ©ans-Tours|37|COLLEGE GEORGES BRASSENS|Hors EP|425|84|11.8|39.1
0371208M|491406.1|6677642.4|2014|37072|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT JOSEPH|Hors EP|98|75.8|9.8|1.8
0371208M|491406.1|6677642.4|2015|37072|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT JOSEPH|Hors EP|106|118.8|10.8|31.5
0371208M|491406.1|6677642.4|2016|37072|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT JOSEPH|Hors EP|91|101.2|9.6|10
0371208M|491406.1|6677642.4|2017|37072|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT JOSEPH|Hors EP|102|131.8|12.5|0
0371209N|526681.3|6698760|2014|37261|public|OrlÃ©ans-Tours|37|COLLEGE PHILIPPE DE COMMYNES|Hors EP|633|115.4|14|24.6
0371209N|526681.3|6698760|2015|37261|public|OrlÃ©ans-Tours|37|COLLEGE PHILIPPE DE COMMYNES|Hors EP|650|117.8|9.5|38.7
0371209N|526681.3|6698760|2016|37261|public|OrlÃ©ans-Tours|37|COLLEGE PHILIPPE DE COMMYNES|Hors EP|651|116.5|13.9|43.6
0371209N|526681.3|6698760|2017|37261|public|OrlÃ©ans-Tours|37|COLLEGE PHILIPPE DE COMMYNES|Hors EP|634|110.5|11.9|31.9
0371210P|508906.5|6687894|2014|37014|public|OrlÃ©ans-Tours|37|COLLEGE BALZAC|Hors EP|549|73.1|13.1|34.3
0371210P|508906.5|6687894|2015|37014|public|OrlÃ©ans-Tours|37|COLLEGE BALZAC|Hors EP|564|80.3|10.3|38.4
0371210P|508906.5|6687894|2016|37014|public|OrlÃ©ans-Tours|37|COLLEGE BALZAC|Hors EP|588|139.3|11.5|7.6
0371210P|508906.5|6687894|2017|37014|public|OrlÃ©ans-Tours|37|COLLEGE BALZAC|Hors EP|586|101.1|13.7|29.2
0371248F|547978|6701619.1|2014|37003|public|OrlÃ©ans-Tours|37|COLLEGE ANDRE MALRAUX|Hors EP|408|108.2|8.7|45.4
0371248F|547978|6701619.1|2015|37003|public|OrlÃ©ans-Tours|37|COLLEGE ANDRE MALRAUX|Hors EP|377|97.6|11.5|36.9
0371248F|547978|6701619.1|2016|37003|public|OrlÃ©ans-Tours|37|COLLEGE ANDRE MALRAUX|Hors EP|373|78|12.9|21.3
0371248F|547978|6701619.1|2017|37003|public|OrlÃ©ans-Tours|37|COLLEGE ANDRE MALRAUX|Hors EP|382|102|9.8|34
0371316E|524809.5|6696370.6|2014|37122|public|OrlÃ©ans-Tours|37|COLLEGE VALLEE VIOLETTE|Hors EP|280|104.5|11.4|38.7
0371316E|524809.5|6696370.6|2015|37122|public|OrlÃ©ans-Tours|37|COLLEGE VALLEE VIOLETTE|Hors EP|277|109.3|11.6|36.1
0371316E|524809.5|6696370.6|2016|37122|public|OrlÃ©ans-Tours|37|COLLEGE VALLEE VIOLETTE|Hors EP|276|106.2|10.7|43.1
0371316E|524809.5|6696370.6|2017|37122|public|OrlÃ©ans-Tours|37|COLLEGE VALLEE VIOLETTE|Hors EP|282|97.6|8.1|21.5
0371325P|547271.8|6702894.5|2014|37003|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINTE CLOTILDE SAINT JOSEPH|Hors EP|278|104.8|11.7|33.3
0371325P|547271.8|6702894.5|2015|37003|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINTE CLOTILDE SAINT JOSEPH|Hors EP|297|116.4|12.2|25.8
0371325P|547271.8|6702894.5|2016|37003|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINTE CLOTILDE SAINT JOSEPH|Hors EP|299|103.6|8.4|35.1
0371325P|547271.8|6702894.5|2017|37003|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINTE CLOTILDE SAINT JOSEPH|Hors EP|292|110.7|10.3|22.7
0371327S|524784.8|6701719|2014|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE LES RECOLLETS INSITUT NOTRE DAME LA RICHE|Hors EP|414|91.6|9.8|20.7
0371327S|524784.8|6701719|2015|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE LES RECOLLETS INSITUT NOTRE DAME LA RICHE|Hors EP|406|87.9|10.8|28.9
0371327S|524784.8|6701719|2016|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE LES RECOLLETS INSITUT NOTRE DAME LA RICHE|Hors EP|405|127.5|11.3|21.4
0371327S|524784.8|6701719|2017|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE LES RECOLLETS INSITUT NOTRE DAME LA RICHE|Hors EP|441|116.1|10.3|45.3
0371329U|547927.2|6671612|2014|37132|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT DENIS|Hors EP|285|98.2|12|10.3
0371329U|547927.2|6671612|2015|37132|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT DENIS|Hors EP|312|107.9|7.6|40.5
0371329U|547927.2|6671612|2016|37132|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT DENIS|Hors EP|334|113.5|11.6|11.2
0371329U|547927.2|6671612|2017|37132|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT DENIS|Hors EP|331|90.6|9.9|54.2
0371330V|525325.8|6702664|2014|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT GREGOIRE|Hors EP|454|97.2|11.8|28.9
0371330V|525325.8|6702664|2015|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT GREGOIRE|Hors EP|458|116.4|8.2|42.9
0371330V|525325.8|6702664|2016|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT GREGOIRE|Hors EP|454|132.3|9.8|27
0371330V|525325.8|6702664|2017|37261|privé sous contrat|OrlÃ©ans-Tours|37|COLLEGE PRIVE SAINT GREGOIRE|Hors EP|462|106.4|10.4|16
0371378X|514876.5|6701445.6|2014|37139|public|OrlÃ©ans-Tours|37|COLLEGE LUCIE AUBRAC|Hors EP|398|111.4|10.3|9.2
0371378X|514876.5|6701445.6|2015|37139|public|OrlÃ©ans-Tours|37|COLLEGE LUCIE AUBRAC|Hors EP|398|94.9|9.4|43.2
0371378X|514876.5|6701445.6|2016|37139|public|OrlÃ©ans-Tours|37|COLLEGE LUCIE AUBRAC|Hors EP|399|99.9|10.6|14.8
0371378X|514876.5|6701445.6|2017|37139|public|OrlÃ©ans-Tours|37|COLLEGE LUCIE AUBRAC|Hors EP|393|115.2|10.5|47.9
0371391L|528759.8|6701325.3|2014|37233|public|OrlÃ©ans-Tours|37|COLLEGE STALINGRAD|REP|264|112.8|11.1|14.3
0371391L|528759.8|6701325.3|2015|37233|public|OrlÃ©ans-Tours|37|COLLEGE STALINGRAD|REP|268|102.3|10.5|35.3
0371391L|528759.8|6701325.3|2016|37233|public|OrlÃ©ans-Tours|37|COLLEGE STALINGRAD|REP|312|79.5|12.5|32.1
0371391L|528759.8|6701325.3|2017|37233|public|OrlÃ©ans-Tours|37|COLLEGE STALINGRAD|REP|355|106.3|10.8|39
0371397T|519110.6|6703093.9|2014|37109|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ROUX|Hors EP|577|83.3|10.3|30.9
0371397T|519110.6|6703093.9|2015|37109|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ROUX|Hors EP|581|87.3|10.4|8.2
0371397T|519110.6|6703093.9|2016|37109|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ROUX|Hors EP|576|109.4|11|29.6
0371397T|519110.6|6703093.9|2017|37109|public|OrlÃ©ans-Tours|37|COLLEGE JEAN ROUX|Hors EP|554|125.5|13.4|20.8
0371403Z|519778.1|6696435.2|2014|37018|public|OrlÃ©ans-Tours|37|COLLEGE RENE CASSIN|Hors EP|585|107.7|10.6|35.7
0371403Z|519778.1|6696435.2|2015|37018|public|OrlÃ©ans-Tours|37|COLLEGE RENE CASSIN|Hors EP|592|111.2|12.1|37.8
0371403Z|519778.1|6696435.2|2016|37018|public|OrlÃ©ans-Tours|37|COLLEGE RENE CASSIN|Hors EP|589|109.7|9.8|25.9
0371403Z|519778.1|6696435.2|2017|37018|public|OrlÃ©ans-Tours|37|COLLEGE RENE CASSIN|Hors EP|579|119.7|9.5|38.6
